epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5471746921539307,0.0010000000474974513,1.316422939300537,0.5930996537208557,1.1150665283203125
1,0.7191550135612488,0.0010000000474974513,0.870021402835846,0.6297919154167175,1.1278303861618042
2,0.7662001252174377,0.0010000000474974513,0.7382631897926331,0.6922234296798706,0.9272092580795288
3,0.79393470287323,0.0010000000474974513,0.6663025617599487,0.6966046094894409,0.9288327693939209
4,0.8046915531158447,0.0010000000474974513,0.6262003183364868,0.7497261762619019,0.854057788848877
5,0.8088387846946716,0.0010000000474974513,0.6025468707084656,0.7031763195991516,0.8956937193870544
6,0.8164852261543274,0.0010000000474974513,0.5797855257987976,0.7212486267089844,0.8362696170806885
7,0.8237428665161133,0.0010000000474974513,0.5519382357597351,0.7048192620277405,0.938794732093811
8,0.8256868720054626,0.0010000000474974513,0.5423774719238281,0.7097480893135071,0.8837854266166687
9,0.8294453024864197,0.0010000000474974513,0.5268033742904663,0.7289156913757324,0.856881320476532
10,0.8338517546653748,0.0005000000237487257,0.5106104016304016,0.7294632792472839,0.8537560701370239
11,0.8390357494354248,0.0005000000237487257,0.49576452374458313,0.7552026510238647,0.7961932420730591
12,0.8421462178230286,0.0005000000237487257,0.4939611554145813,0.7825849056243896,0.7470808029174805
13,0.8433126211166382,0.0005000000237487257,0.49172720313072205,0.7716319561004639,0.7806505560874939
14,0.8431829810142517,0.0005000000237487257,0.4784024953842163,0.7447973489761353,0.8281250596046448
15,0.8444790244102478,0.0005000000237487257,0.48117005825042725,0.7404162287712097,0.8201327323913574
16,0.8474598526954651,0.0005000000237487257,0.47195953130722046,0.7617743611335754,0.8042519092559814
17,0.8457750082015991,0.0005000000237487257,0.4723471403121948,0.7530120611190796,0.8150485754013062
18,0.8539398908615112,0.0002500000118743628,0.46153050661087036,0.759036123752594,0.8012589812278748
19,0.8494038581848145,0.0002500000118743628,0.4634495973587036,0.7623220086097717,0.7835050821304321
20,0.8497926592826843,0.0002500000118743628,0.46279507875442505,0.7617743611335754,0.7998180389404297
21,0.8500518202781677,0.0002500000118743628,0.4533650577068329,0.7349397540092468,0.8241287469863892
22,0.8526438474655151,0.0002500000118743628,0.4522916376590729,0.7327491641044617,0.8310264348983765
23,0.856143057346344,0.0001250000059371814,0.4454866945743561,0.7398685812950134,0.8254657983779907
24,0.859901487827301,0.0001250000059371814,0.4426848292350769,0.7606790661811829,0.7917354106903076
