epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4754461646080017,0.0010000000474974513,1.4729833602905273,0.558013379573822,1.340051293373108
1,0.652923047542572,0.0010000000474974513,1.074582576751709,0.5634390711784363,1.2727952003479004
2,0.6908307671546936,0.0010000000474974513,0.9455365538597107,0.5638564229011536,1.2915853261947632
3,0.7175384759902954,0.0010000000474974513,0.8672298192977905,0.5876460671424866,1.206196904182434
4,0.7244307398796082,0.0010000000474974513,0.8360837697982788,0.5955759882926941,1.1639008522033691
5,0.7330461740493774,0.0010000000474974513,0.803496778011322,0.552587628364563,1.2958827018737793
6,0.733292281627655,0.0010000000474974513,0.7821020483970642,0.6080968379974365,1.1327160596847534
7,0.7422769069671631,0.0010000000474974513,0.7615644335746765,0.5976627469062805,1.1982179880142212
8,0.7505230903625488,0.0010000000474974513,0.7454100847244263,0.6323038339614868,1.0625741481781006
9,0.7484307885169983,0.0010000000474974513,0.7321248054504395,0.6005843281745911,1.1591212749481201
10,0.757169246673584,0.0010000000474974513,0.718680202960968,0.6360601186752319,1.0571613311767578
11,0.7609845995903015,0.0010000000474974513,0.7099149227142334,0.6035058498382568,1.1774035692214966
12,0.763076901435852,0.0010000000474974513,0.7019190192222595,0.6214523911476135,1.1241525411605835
13,0.7602461576461792,0.0010000000474974513,0.6950909495353699,0.6356427669525146,1.0551724433898926
14,0.7620922923088074,0.0010000000474974513,0.6870886087417603,0.6272954940795898,1.1016122102737427
15,0.7574154138565063,0.0010000000474974513,0.6875879168510437,0.6222871541976929,1.1087791919708252
16,0.7760000228881836,0.0005000000237487257,0.6596338152885437,0.6460767984390259,1.0366038084030151
17,0.7828922867774963,0.0005000000237487257,0.6478516459465027,0.6377295255661011,1.0471137762069702
18,0.7798153758049011,0.0005000000237487257,0.6498988270759583,0.644407331943512,1.043606162071228
19,0.7825230956077576,0.0005000000237487257,0.6510977745056152,0.6277128458023071,1.090227484703064
20,0.7825230956077576,0.0005000000237487257,0.6419704556465149,0.6289649605751038,1.1131577491760254
21,0.7828922867774963,0.0005000000237487257,0.6371183395385742,0.6494156718254089,1.0184515714645386
22,0.7860922813415527,0.0005000000237487257,0.6349251866340637,0.6364774703979492,1.0407423973083496
23,0.7863384485244751,0.0005000000237487257,0.6359712481498718,0.6239566206932068,1.0975390672683716
24,0.7915077209472656,0.0005000000237487257,0.6297499537467957,0.6348080039024353,1.0648345947265625
25,0.7884307503700256,0.0005000000237487257,0.6342477202415466,0.5888981819152832,1.1453138589859009
26,0.7851076722145081,0.0005000000237487257,0.6292906999588013,0.6139398813247681,1.1292903423309326
27,0.791630744934082,0.0002500000118743628,0.6239597797393799,0.6281301975250244,1.079020380973816
28,0.7953230738639832,0.0002500000118743628,0.6160534620285034,0.6419031620025635,1.0413569211959839
29,0.7982769012451172,0.0002500000118743628,0.6092780232429504,0.6381469368934631,1.0533571243286133
30,0.7936000227928162,0.0002500000118743628,0.6113982796669006,0.6389816403388977,1.0330342054367065
31,0.7958154082298279,0.0002500000118743628,0.6115677356719971,0.6297996640205383,1.0859373807907104
32,0.7992615103721619,0.0001250000059371814,0.605927050113678,0.6318864822387695,1.079737901687622
33,0.7960615158081055,0.0001250000059371814,0.608998715877533,0.6364774703979492,1.0607047080993652
