epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4668756127357483,0.0010000000474974513,1.4401917457580566,0.602721095085144,1.1526539325714111
1,0.6172052025794983,0.0010000000474974513,1.0747005939483643,0.6521542072296143,1.0072095394134521
2,0.6724305748939514,0.0010000000474974513,0.9594464302062988,0.6235827803611755,1.0036678314208984
3,0.6808602809906006,0.0010000000474974513,0.9017929434776306,0.6526077389717102,0.9481337666511536
4,0.7015022039413452,0.0010000000474974513,0.8637357950210571,0.684353768825531,0.8504462838172913
5,0.7038798332214355,0.0010000000474974513,0.8420757055282593,0.678911566734314,0.8754474520683289
6,0.7149032950401306,0.0010000000474974513,0.8112487196922302,0.6594104170799255,0.8795972466468811
7,0.717388927936554,0.0010000000474974513,0.7950863838195801,0.6603174805641174,0.8991884589195251
8,0.7256025075912476,0.0010000000474974513,0.773237943649292,0.6897959113121033,0.8249810338020325
9,0.722468376159668,0.0010000000474974513,0.7689093947410583,0.6675736904144287,0.8934764266014099
10,0.7316545844078064,0.0010000000474974513,0.7540222406387329,0.6893423795700073,0.8471142649650574
11,0.7341402769088745,0.0010000000474974513,0.744342565536499,0.6684807538986206,0.8903788924217224
12,0.7365179061889648,0.0010000000474974513,0.7317041158676147,0.6852607727050781,0.8464935421943665
13,0.7433264851570129,0.0010000000474974513,0.724371075630188,0.678911566734314,0.8395717144012451
14,0.7459202408790588,0.0005000000237487257,0.7095683813095093,0.6834467053413391,0.843632161617279
15,0.7453798651695251,0.0005000000237487257,0.7047762274742126,0.6943310499191284,0.8086009621620178
16,0.7472171187400818,0.0005000000237487257,0.7012121677398682,0.6965986490249634,0.810628354549408
17,0.7566194534301758,0.0005000000237487257,0.6905535459518433,0.7083899974822998,0.7879082560539246
18,0.7571598291397095,0.0005000000237487257,0.6813570857048035,0.6911564469337463,0.8153811097145081
19,0.753485381603241,0.0005000000237487257,0.689848780632019,0.6929705142974854,0.8091274499893188
20,0.7533772587776184,0.0005000000237487257,0.6887096762657166,0.6816326379776001,0.8424311876296997
21,0.7564033269882202,0.0005000000237487257,0.6807334423065186,0.6934240460395813,0.8141756653785706
22,0.7622392773628235,0.0005000000237487257,0.6763479709625244,0.6761904954910278,0.8423980474472046
23,0.7584567070007324,0.0002500000118743628,0.6730638742446899,0.7065759897232056,0.7907695770263672
24,0.762887716293335,0.0002500000118743628,0.6614770293235779,0.7151927351951599,0.7651352286338806
25,0.7656975984573364,0.0002500000118743628,0.6640418171882629,0.7070294618606567,0.7849542498588562
26,0.7700205445289612,0.0002500000118743628,0.6634582877159119,0.6893423795700073,0.8206998705863953
27,0.7640765309333801,0.0002500000118743628,0.663381814956665,0.6993197202682495,0.7977877855300903
28,0.7658056616783142,0.0002500000118743628,0.6653509140014648,0.6884353756904602,0.8235582113265991
29,0.7645087838172913,0.0002500000118743628,0.6648372411727905,0.7029478549957275,0.7929416298866272
30,0.7689397931098938,0.0001250000059371814,0.6520823240280151,0.7038548588752747,0.7915849685668945
31,0.7711012363433838,0.0001250000059371814,0.6571356654167175,0.6961451172828674,0.8059530854225159
32,0.7718577980995178,0.0001250000059371814,0.6545689105987549,0.6997732520103455,0.7961299419403076
33,0.7685075402259827,0.0001250000059371814,0.6543804407119751,0.6988661885261536,0.7990366816520691
34,0.7721819877624512,0.0001250000059371814,0.6528341174125671,0.6965986490249634,0.8050808906555176
35,0.77391117811203,6.25000029685907e-05,0.649779736995697,0.7006802558898926,0.7940828800201416
36,0.7699124813079834,6.25000029685907e-05,0.6533493399620056,0.7006802558898926,0.7983182072639465
