epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6141181588172913,9.999999747378752e-05,0.6617317795753479,0.6029803156852722,0.671122670173645
1,0.7670274972915649,9.999999747378752e-05,0.5456128716468811,0.6083022952079773,0.6649774312973022
2,0.8378439545631409,9.999999747378752e-05,0.4312156140804291,0.5327301621437073,0.7012470364570618
3,0.9041497707366943,9.999999747378752e-05,0.3424091637134552,0.5731772184371948,0.6898911595344543
4,0.9296346306800842,9.999999747378752e-05,0.2731218636035919,0.46993082761764526,0.7713642716407776
5,0.9589535593986511,9.999999747378752e-05,0.21301107108592987,0.6343799829483032,0.7163844704627991
6,0.9652683734893799,9.999999747378752e-05,0.1665768027305603,0.6024481058120728,0.6987830400466919
7,0.9695534706115723,9.999999747378752e-05,0.14253555238246918,0.5859499573707581,0.7273064255714417
8,0.9668470621109009,9.999999747378752e-05,0.13763366639614105,0.6295902132987976,0.708029568195343
9,0.9855660796165466,9.999999747378752e-05,0.08862094581127167,0.5816923975944519,0.7072383761405945
10,0.993008553981781,9.999999747378752e-05,0.06236346811056137,0.6162852644920349,0.7536922097206116
11,0.9979702234268188,4.999999873689376e-05,0.04511966556310654,0.5162320137023926,0.7385392189025879
12,1.0,4.999999873689376e-05,0.03238385170698166,0.4992017149925232,0.7445494532585144
13,0.9997744560241699,4.999999873689376e-05,0.028499675914645195,0.44864290952682495,0.7734619975090027
14,1.0,4.999999873689376e-05,0.024152083322405815,0.4364023506641388,0.7694000005722046
15,1.0,4.999999873689376e-05,0.02069009467959404,0.4262905716896057,0.8059031963348389
16,1.0,2.499999936844688e-05,0.017860667780041695,0.5055880546569824,0.7554929256439209
17,1.0,2.499999936844688e-05,0.016635004431009293,0.46354442834854126,0.7636085748672485
