hazard_threshold,hazard_detection_recall,hazard_detection_macro_recall,minimum_hazard_class_recall,background_rejection_rate,background_false_alert_rate,speech_rejection_rate,cascade_hazard_exact_accuracy,cascade_hazard_exact_macro_recall,cascade_overall_accuracy
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.005,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.01,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.015,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.025,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.03,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.035,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.045,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.05,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.055,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.065,1.0,1.0,1.0,0.0,1.0,0.0,0.8858267716535433,0.8881481481481481,0.6016042780748663
0.07,1.0,1.0,1.0,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.8858267716535433,0.8881481481481481,0.6042780748663101
0.075,1.0,1.0,1.0,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.8858267716535433,0.8881481481481481,0.6042780748663101
0.08,1.0,1.0,1.0,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.8858267716535433,0.8881481481481481,0.6042780748663101
0.085,1.0,1.0,1.0,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.8858267716535433,0.8881481481481481,0.6042780748663101
0.09,1.0,1.0,1.0,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.8858267716535433,0.8881481481481481,0.6042780748663101
0.095,1.0,1.0,1.0,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.8858267716535433,0.8881481481481481,0.6042780748663101
0.1,1.0,1.0,1.0,0.016666666666666666,0.9833333333333333,0.08333333333333333,0.8858267716535433,0.8881481481481481,0.606951871657754
0.105,1.0,1.0,1.0,0.016666666666666666,0.9833333333333333,0.08333333333333333,0.8858267716535433,0.8881481481481481,0.606951871657754
0.11,1.0,1.0,1.0,0.025,0.975,0.125,0.8858267716535433,0.8881481481481481,0.6096256684491979
0.115,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.125,0.8858267716535433,0.8881481481481481,0.6122994652406417
0.12,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.125,0.8858267716535433,0.8881481481481481,0.6122994652406417
0.125,1.0,1.0,1.0,0.03333333333333333,0.9666666666666667,0.125,0.8858267716535433,0.8881481481481481,0.6122994652406417
0.13,1.0,1.0,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,0.8858267716535433,0.8881481481481481,0.6149732620320856
0.135,1.0,1.0,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,0.8858267716535433,0.8881481481481481,0.6149732620320856
0.14,1.0,1.0,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,0.8858267716535433,0.8881481481481481,0.6149732620320856
0.145,1.0,1.0,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,0.8858267716535433,0.8881481481481481,0.6149732620320856
0.15,1.0,1.0,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,0.8858267716535433,0.8881481481481481,0.6149732620320856
0.155,1.0,1.0,1.0,0.05,0.95,0.16666666666666666,0.8858267716535433,0.8881481481481481,0.6176470588235294
0.16,1.0,1.0,1.0,0.058333333333333334,0.9416666666666667,0.20833333333333334,0.8858267716535433,0.8881481481481481,0.6203208556149733
0.165,1.0,1.0,1.0,0.058333333333333334,0.9416666666666667,0.20833333333333334,0.8858267716535433,0.8881481481481481,0.6203208556149733
0.17,1.0,1.0,1.0,0.06666666666666667,0.9333333333333333,0.25,0.8858267716535433,0.8881481481481481,0.6229946524064172
0.175,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.06666666666666667,0.9333333333333333,0.25,0.8818897637795275,0.8848148148148148,0.6203208556149733
0.18,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.06666666666666667,0.9333333333333333,0.25,0.8818897637795275,0.8848148148148148,0.6203208556149733
0.185,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.06666666666666667,0.9333333333333333,0.25,0.8818897637795275,0.8848148148148148,0.6203208556149733
0.19,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.06666666666666667,0.9333333333333333,0.25,0.8818897637795275,0.8848148148148148,0.6203208556149733
0.195,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.06666666666666667,0.9333333333333333,0.25,0.8818897637795275,0.8848148148148148,0.6203208556149733
0.2,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.06666666666666667,0.9333333333333333,0.25,0.8818897637795275,0.8848148148148148,0.6203208556149733
0.205,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.075,0.925,0.2916666666666667,0.8818897637795275,0.8848148148148148,0.6229946524064172
0.21,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.075,0.925,0.2916666666666667,0.8818897637795275,0.8848148148148148,0.6229946524064172
0.215,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.8818897637795275,0.8848148148148148,0.6256684491978609
0.22,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.8818897637795275,0.8848148148148148,0.6256684491978609
0.225,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.09166666666666666,0.9083333333333333,0.375,0.8818897637795275,0.8848148148148148,0.6283422459893048
0.23,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.1,0.9,0.375,0.8818897637795275,0.8848148148148148,0.6310160427807486
0.235,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.10833333333333334,0.8916666666666667,0.4166666666666667,0.8818897637795275,0.8848148148148148,0.6336898395721925
0.24,0.9960629921259843,0.9966666666666667,0.9833333333333333,0.10833333333333334,0.8916666666666667,0.4166666666666667,0.8818897637795275,0.8848148148148148,0.6336898395721925
