dataset_role,filename,category,source_record_id,source_dataset,source_partition,source_id,source_filename,repeat_index
train,crackling_fire__esc50__fold_1__17150__0000__r0.wav,crackling_fire,ESC50-1-1-17150-A-12.wav,ESC-50,fold_1,17150,1-17150-A-12.wav,0
train,crackling_fire__esc50__fold_1__17565__0001__r0.wav,crackling_fire,ESC50-1-1-17565-A-12.wav,ESC-50,fold_1,17565,1-17565-A-12.wav,0
train,crackling_fire__esc50__fold_1__17742__0002__r0.wav,crackling_fire,ESC50-1-1-17742-A-12.wav,ESC-50,fold_1,17742,1-17742-A-12.wav,0
train,crackling_fire__esc50__fold_1__17808__0003__r0.wav,crackling_fire,ESC50-1-1-17808-A-12.wav,ESC-50,fold_1,17808,1-17808-A-12.wav,0
train,crackling_fire__esc50__fold_1__17808__0004__r0.wav,crackling_fire,ESC50-1-1-17808-B-12.wav,ESC-50,fold_1,17808,1-17808-B-12.wav,0
train,crackling_fire__esc50__fold_1__4211__0005__r0.wav,crackling_fire,ESC50-1-1-4211-A-12.wav,ESC-50,fold_1,4211,1-4211-A-12.wav,0
train,crackling_fire__esc50__fold_1__46272__0006__r0.wav,crackling_fire,ESC50-1-1-46272-A-12.wav,ESC-50,fold_1,46272,1-46272-A-12.wav,0
train,crackling_fire__esc50__fold_1__7057__0007__r0.wav,crackling_fire,ESC50-1-1-7057-A-12.wav,ESC-50,fold_1,7057,1-7057-A-12.wav,0
train,crackling_fire__esc50__fold_2__18766__0008__r0.wav,crackling_fire,ESC50-2-2-18766-A-12.wav,ESC-50,fold_2,18766,2-18766-A-12.wav,0
train,crackling_fire__esc50__fold_2__18766__0009__r0.wav,crackling_fire,ESC50-2-2-18766-B-12.wav,ESC-50,fold_2,18766,2-18766-B-12.wav,0
train,crackling_fire__esc50__fold_2__28314__0010__r0.wav,crackling_fire,ESC50-2-2-28314-A-12.wav,ESC-50,fold_2,28314,2-28314-A-12.wav,0
train,crackling_fire__esc50__fold_2__28314__0011__r0.wav,crackling_fire,ESC50-2-2-28314-B-12.wav,ESC-50,fold_2,28314,2-28314-B-12.wav,0
train,crackling_fire__esc50__fold_2__30322__0012__r0.wav,crackling_fire,ESC50-2-2-30322-A-12.wav,ESC-50,fold_2,30322,2-30322-A-12.wav,0
train,crackling_fire__esc50__fold_2__30322__0013__r0.wav,crackling_fire,ESC50-2-2-30322-B-12.wav,ESC-50,fold_2,30322,2-30322-B-12.wav,0
train,crackling_fire__esc50__fold_2__61311__0014__r0.wav,crackling_fire,ESC50-2-2-61311-A-12.wav,ESC-50,fold_2,61311,2-61311-A-12.wav,0
train,crackling_fire__esc50__fold_2__65747__0015__r0.wav,crackling_fire,ESC50-2-2-65747-A-12.wav,ESC-50,fold_2,65747,2-65747-A-12.wav,0
train,crackling_fire__esc50__fold_3__104632__0016__r0.wav,crackling_fire,ESC50-3-3-104632-A-12.wav,ESC-50,fold_3,104632,3-104632-A-12.wav,0
train,crackling_fire__esc50__fold_3__104958__0017__r0.wav,crackling_fire,ESC50-3-3-104958-A-12.wav,ESC-50,fold_3,104958,3-104958-A-12.wav,0
train,crackling_fire__esc50__fold_3__120644__0018__r0.wav,crackling_fire,ESC50-3-3-120644-A-12.wav,ESC-50,fold_3,120644,3-120644-A-12.wav,0
train,crackling_fire__esc50__fold_3__145774__0019__r0.wav,crackling_fire,ESC50-3-3-145774-A-12.wav,ESC-50,fold_3,145774,3-145774-A-12.wav,0
train,crackling_fire__esc50__fold_3__147965__0020__r0.wav,crackling_fire,ESC50-3-3-147965-A-12.wav,ESC-50,fold_3,147965,3-147965-A-12.wav,0
train,crackling_fire__esc50__fold_3__157187__0021__r0.wav,crackling_fire,ESC50-3-3-157187-A-12.wav,ESC-50,fold_3,157187,3-157187-A-12.wav,0
train,crackling_fire__esc50__fold_3__158476__0022__r0.wav,crackling_fire,ESC50-3-3-158476-A-12.wav,ESC-50,fold_3,158476,3-158476-A-12.wav,0
train,crackling_fire__esc50__fold_3__65748__0023__r0.wav,crackling_fire,ESC50-3-3-65748-A-12.wav,ESC-50,fold_3,65748,3-65748-A-12.wav,0
train,crackling_fire__fsd50k__dev__102709__0024__r0.wav,crackling_fire,FSD50K-dev-102709-crackling_fire,FSD50K,dev,102709,102709.wav,0
train,crackling_fire__fsd50k__dev__108842__0025__r0.wav,crackling_fire,FSD50K-dev-108842-crackling_fire,FSD50K,dev,108842,108842.wav,0
train,crackling_fire__fsd50k__dev__114393__0026__r0.wav,crackling_fire,FSD50K-dev-114393-crackling_fire,FSD50K,dev,114393,114393.wav,0
train,crackling_fire__fsd50k__dev__123632__0027__r0.wav,crackling_fire,FSD50K-dev-123632-crackling_fire,FSD50K,dev,123632,123632.wav,0
train,crackling_fire__fsd50k__dev__124372__0028__r0.wav,crackling_fire,FSD50K-dev-124372-crackling_fire,FSD50K,dev,124372,124372.wav,0
train,crackling_fire__fsd50k__dev__125325__0029__r0.wav,crackling_fire,FSD50K-dev-125325-crackling_fire,FSD50K,dev,125325,125325.wav,0
train,crackling_fire__fsd50k__dev__130053__0030__r0.wav,crackling_fire,FSD50K-dev-130053-crackling_fire,FSD50K,dev,130053,130053.wav,0
train,crackling_fire__fsd50k__dev__130247__0031__r0.wav,crackling_fire,FSD50K-dev-130247-crackling_fire,FSD50K,dev,130247,130247.wav,0
train,crackling_fire__fsd50k__dev__130787__0032__r0.wav,crackling_fire,FSD50K-dev-130787-crackling_fire,FSD50K,dev,130787,130787.wav,0
train,crackling_fire__fsd50k__dev__131205__0033__r0.wav,crackling_fire,FSD50K-dev-131205-crackling_fire,FSD50K,dev,131205,131205.wav,0
train,crackling_fire__fsd50k__dev__131206__0034__r0.wav,crackling_fire,FSD50K-dev-131206-crackling_fire,FSD50K,dev,131206,131206.wav,0
train,crackling_fire__fsd50k__dev__131309__0035__r0.wav,crackling_fire,FSD50K-dev-131309-crackling_fire,FSD50K,dev,131309,131309.wav,0
train,crackling_fire__fsd50k__dev__132625__0036__r0.wav,crackling_fire,FSD50K-dev-132625-crackling_fire,FSD50K,dev,132625,132625.wav,0
train,crackling_fire__fsd50k__dev__132630__0037__r0.wav,crackling_fire,FSD50K-dev-132630-crackling_fire,FSD50K,dev,132630,132630.wav,0
train,crackling_fire__fsd50k__dev__133052__0038__r0.wav,crackling_fire,FSD50K-dev-133052-crackling_fire,FSD50K,dev,133052,133052.wav,0
train,crackling_fire__fsd50k__dev__133846__0039__r0.wav,crackling_fire,FSD50K-dev-133846-crackling_fire,FSD50K,dev,133846,133846.wav,0
train,crackling_fire__fsd50k__dev__134963__0040__r0.wav,crackling_fire,FSD50K-dev-134963-crackling_fire,FSD50K,dev,134963,134963.wav,0
train,crackling_fire__fsd50k__dev__135676__0041__r0.wav,crackling_fire,FSD50K-dev-135676-crackling_fire,FSD50K,dev,135676,135676.wav,0
train,crackling_fire__fsd50k__dev__140715__0042__r0.wav,crackling_fire,FSD50K-dev-140715-crackling_fire,FSD50K,dev,140715,140715.wav,0
train,crackling_fire__fsd50k__dev__140720__0043__r0.wav,crackling_fire,FSD50K-dev-140720-crackling_fire,FSD50K,dev,140720,140720.wav,0
train,crackling_fire__fsd50k__dev__141148__0044__r0.wav,crackling_fire,FSD50K-dev-141148-crackling_fire,FSD50K,dev,141148,141148.wav,0
train,crackling_fire__fsd50k__dev__143128__0045__r0.wav,crackling_fire,FSD50K-dev-143128-crackling_fire,FSD50K,dev,143128,143128.wav,0
train,crackling_fire__fsd50k__dev__143954__0046__r0.wav,crackling_fire,FSD50K-dev-143954-crackling_fire,FSD50K,dev,143954,143954.wav,0
train,crackling_fire__fsd50k__dev__144906__0047__r0.wav,crackling_fire,FSD50K-dev-144906-crackling_fire,FSD50K,dev,144906,144906.wav,0
train,crackling_fire__fsd50k__dev__147252__0048__r0.wav,crackling_fire,FSD50K-dev-147252-crackling_fire,FSD50K,dev,147252,147252.wav,0
train,crackling_fire__fsd50k__dev__147378__0049__r0.wav,crackling_fire,FSD50K-dev-147378-crackling_fire,FSD50K,dev,147378,147378.wav,0
train,crackling_fire__fsd50k__dev__149012__0050__r0.wav,crackling_fire,FSD50K-dev-149012-crackling_fire,FSD50K,dev,149012,149012.wav,0
train,crackling_fire__fsd50k__dev__149106__0051__r0.wav,crackling_fire,FSD50K-dev-149106-crackling_fire,FSD50K,dev,149106,149106.wav,0
train,crackling_fire__fsd50k__dev__149459__0052__r0.wav,crackling_fire,FSD50K-dev-149459-crackling_fire,FSD50K,dev,149459,149459.wav,0
train,crackling_fire__fsd50k__dev__149830__0053__r0.wav,crackling_fire,FSD50K-dev-149830-crackling_fire,FSD50K,dev,149830,149830.wav,0
train,crackling_fire__fsd50k__dev__149831__0054__r0.wav,crackling_fire,FSD50K-dev-149831-crackling_fire,FSD50K,dev,149831,149831.wav,0
train,crackling_fire__fsd50k__dev__150359__0055__r0.wav,crackling_fire,FSD50K-dev-150359-crackling_fire,FSD50K,dev,150359,150359.wav,0
train,crackling_fire__fsd50k__dev__150864__0056__r0.wav,crackling_fire,FSD50K-dev-150864-crackling_fire,FSD50K,dev,150864,150864.wav,0
train,crackling_fire__fsd50k__dev__152676__0057__r0.wav,crackling_fire,FSD50K-dev-152676-crackling_fire,FSD50K,dev,152676,152676.wav,0
train,crackling_fire__fsd50k__dev__152677__0058__r0.wav,crackling_fire,FSD50K-dev-152677-crackling_fire,FSD50K,dev,152677,152677.wav,0
train,crackling_fire__fsd50k__dev__157185__0059__r0.wav,crackling_fire,FSD50K-dev-157185-crackling_fire,FSD50K,dev,157185,157185.wav,0
train,crackling_fire__fsd50k__dev__157186__0060__r0.wav,crackling_fire,FSD50K-dev-157186-crackling_fire,FSD50K,dev,157186,157186.wav,0
train,crackling_fire__fsd50k__dev__157187__0061__r0.wav,crackling_fire,FSD50K-dev-157187-crackling_fire,FSD50K,dev,157187,157187.wav,0
train,crackling_fire__fsd50k__dev__158476__0062__r0.wav,crackling_fire,FSD50K-dev-158476-crackling_fire,FSD50K,dev,158476,158476.wav,0
train,crackling_fire__fsd50k__dev__160485__0063__r0.wav,crackling_fire,FSD50K-dev-160485-crackling_fire,FSD50K,dev,160485,160485.wav,0
train,crackling_fire__fsd50k__dev__161044__0064__r0.wav,crackling_fire,FSD50K-dev-161044-crackling_fire,FSD50K,dev,161044,161044.wav,0
train,crackling_fire__fsd50k__dev__164471__0065__r0.wav,crackling_fire,FSD50K-dev-164471-crackling_fire,FSD50K,dev,164471,164471.wav,0
train,crackling_fire__fsd50k__dev__164671__0066__r0.wav,crackling_fire,FSD50K-dev-164671-crackling_fire,FSD50K,dev,164671,164671.wav,0
train,crackling_fire__fsd50k__dev__164672__0067__r0.wav,crackling_fire,FSD50K-dev-164672-crackling_fire,FSD50K,dev,164672,164672.wav,0
train,crackling_fire__fsd50k__dev__164939__0068__r0.wav,crackling_fire,FSD50K-dev-164939-crackling_fire,FSD50K,dev,164939,164939.wav,0
train,crackling_fire__fsd50k__dev__166544__0069__r0.wav,crackling_fire,FSD50K-dev-166544-crackling_fire,FSD50K,dev,166544,166544.wav,0
train,crackling_fire__fsd50k__dev__166550__0070__r0.wav,crackling_fire,FSD50K-dev-166550-crackling_fire,FSD50K,dev,166550,166550.wav,0
train,crackling_fire__fsd50k__dev__167250__0071__r0.wav,crackling_fire,FSD50K-dev-167250-crackling_fire,FSD50K,dev,167250,167250.wav,0
train,crackling_fire__fsd50k__dev__170824__0072__r0.wav,crackling_fire,FSD50K-dev-170824-crackling_fire,FSD50K,dev,170824,170824.wav,0
train,crackling_fire__fsd50k__dev__171089__0073__r0.wav,crackling_fire,FSD50K-dev-171089-crackling_fire,FSD50K,dev,171089,171089.wav,0
train,crackling_fire__fsd50k__dev__171693__0074__r0.wav,crackling_fire,FSD50K-dev-171693-crackling_fire,FSD50K,dev,171693,171693.wav,0
train,crackling_fire__fsd50k__dev__172717__0075__r0.wav,crackling_fire,FSD50K-dev-172717-crackling_fire,FSD50K,dev,172717,172717.wav,0
train,crackling_fire__fsd50k__dev__172721__0076__r0.wav,crackling_fire,FSD50K-dev-172721-crackling_fire,FSD50K,dev,172721,172721.wav,0
train,crackling_fire__fsd50k__dev__172722__0077__r0.wav,crackling_fire,FSD50K-dev-172722-crackling_fire,FSD50K,dev,172722,172722.wav,0
